Family,Genus,Species,Csome,Ploidy,GS,Repeated,Nonmultiple,Minimum,Maybehybrid,Both,Chromploid,PSID,Name
ACTINIDIACEAE,Actinidia,chinensis,58,2,0.78,,,1,,1,1,1,Actinidia_chinensis
ACTINIDIACEAE,Actinidia,chinensis,174,6,2.1,,,0,,1,0,1,Actinidia_chinensis
ALISMATACEAE,Alisma,plantago-aquatica,14,2,10.3,,1,1,,1,1,2,Alisma_plantago-aquatica
ALISMATACEAE,Alisma,plantago-aquatica,26,,16.55,,1,0,,,0,2,Alisma_plantago-aquatica
ALSTROEMERIACEAE,Alstroemeria,aurea,16,2,26.75,,,1,,1,1,3,Alstroemeria_aurea
ALSTROEMERIACEAE,Alstroemeria,aurea,24,3,40.45,,,0,,1,0,3,Alstroemeria_aurea
ALSTROEMERIACEAE,Alstroemeria,magnifica,16,2,18.25,,,1,,1,1,4,Alstroemeria_magnifica
ALSTROEMERIACEAE,Alstroemeria,magnifica,24,3,30.8,,,0,,1,0,4,Alstroemeria_magnifica
AMARANTHACEAE,Atriplex,halimus,18,2,1.22,,,1,,1,1,5,Atriplex_halimus
AMARANTHACEAE,Atriplex,halimus,36,4,2.39,,,0,,1,0,5,Atriplex_halimus
AMARANTHACEAE,Celosia,argentea,36,4,1.65,,,1,,1,1,6,Celosia_argentea
AMARANTHACEAE,Celosia,argentea,72,8,3.55,,,0,,1,0,6,Celosia_argentea
AMARANTHACEAE,Chenopodium,album,18,2,0.77,,,1,,1,1,7,Chenopodium_album
AMARANTHACEAE,Chenopodium,album,36,4,1.63,,,0,,1,0,7,Chenopodium_album
AMARANTHACEAE,Chenopodium,album,54,6,2.33,,,0,,1,0,7,Chenopodium_album
AMARYLLIDACEAE,Agapanthus,africanus,30,2,15.8,,,1,,1,1,8,Agapanthus_africanus
AMARYLLIDACEAE,Agapanthus,africanus,,3,23.78,,,0,,,0,8,Agapanthus_africanus
AMARYLLIDACEAE,Agapanthus,inapertus,30,2,12.57,,,1,,1,1,9,Agapanthus_inapertus
AMARYLLIDACEAE,Agapanthus,inapertus,,3,18.31,,,0,,,0,9,Agapanthus_inapertus
AMARYLLIDACEAE,Allium,angulosum,16,2,15.1,,,1,,1,1,10,Allium_angulosum
AMARYLLIDACEAE,Allium,angulosum,32,4,20.6,,,0,,1,0,10,Allium_angulosum
AMARYLLIDACEAE,Allium,atropurpureum,16,2,25.05,,,1,,1,1,11,Allium_atropurpureum
AMARYLLIDACEAE,Allium,atropurpureum,32,4,28.25,,,0,,1,0,11,Allium_atropurpureum
AMARYLLIDACEAE,Allium,carinatum,16,2,11.2,,,1,,1,1,12,Allium_carinatum
AMARYLLIDACEAE,Allium,carinatum,24,3,16.33,,,0,,1,0,12,Allium_carinatum
AMARYLLIDACEAE,Allium,lineare,16,2,13.1,,,1,,1,1,13,Allium_lineare
AMARYLLIDACEAE,Allium,lineare,48,6,22.65,,,0,,1,0,13,Allium_lineare
AMARYLLIDACEAE,Allium,nutans,32,4,22.63,,1,1,,1,1,14,Allium_nutans
AMARYLLIDACEAE,Allium,nutans,66,8,47.48,,1,0,,1,0,14,Allium_nutans
AMARYLLIDACEAE,Allium,schoenoprasum,16,2,8.45,,,1,,1,1,15,Allium_schoenoprasum
AMARYLLIDACEAE,Allium,schoenoprasum,32,4,13.38,,,0,,1,0,15,Allium_schoenoprasum
AMARYLLIDACEAE,Allium,sphaerocephalon,16,2,11.93,,,1,,1,1,16,Allium_sphaerocephalon
AMARYLLIDACEAE,Allium,sphaerocephalon,24,3,20.06,,,0,,1,0,16,Allium_sphaerocephalon
AMARYLLIDACEAE,Allium,splendens,32,4,24.3,,,1,,1,1,17,Allium_splendens
AMARYLLIDACEAE,Allium,splendens,40,5,25,,,0,,1,0,17,Allium_splendens
AMARYLLIDACEAE,Allium,splendens,48,6,33,,,0,,1,0,17,Allium_splendens
AMARYLLIDACEAE,Allium,victorialis,16,2,19.05,,,1,,1,1,18,Allium_victorialis
AMARYLLIDACEAE,Allium,victorialis,32,4,41.75,,,0,,1,0,18,Allium_victorialis
AMARYLLIDACEAE,Allium,wallichii,14,2,16.25,,,1,,1,1,19,Allium_wallichii
AMARYLLIDACEAE,Allium,wallichii,28,4,30.5,,,0,,1,0,19,Allium_wallichii
AMARYLLIDACEAE,Allium,zebdanense,18,2,12.65,,,1,,1,1,20,Allium_zebdanense
AMARYLLIDACEAE,Allium,zebdanense,45,5,30.8,,,0,,1,0,20,Allium_zebdanense
AMARYLLIDACEAE,Galanthus,alpinus,24,2,31.1,,,1,,1,1,21,Galanthus_alpinus
AMARYLLIDACEAE,Galanthus,alpinus,36,3,46.3,,,0,,1,0,21,Galanthus_alpinus
AMARYLLIDACEAE,Galanthus,elwesii,24,2,27.65,,,1,,1,1,22,Galanthus_elwesii
AMARYLLIDACEAE,Galanthus,elwesii,48,4,53.3,,,0,,1,0,22,Galanthus_elwesii
AMARYLLIDACEAE,Galanthus,elwesii,72,6,78.7,,,0,,1,0,22,Galanthus_elwesii
AMARYLLIDACEAE,Galanthus,nivalis,24,2,36.1,,,1,,1,1,23,Galanthus_nivalis
AMARYLLIDACEAE,Galanthus,nivalis,36,3,52.65,,,0,,1,0,23,Galanthus_nivalis
AMARYLLIDACEAE,Galanthus,rizehensis,24,2,24.25,,,1,,1,1,24,Galanthus_rizehensis
AMARYLLIDACEAE,Galanthus,rizehensis,36,3,36.45,,,0,,1,0,24,Galanthus_rizehensis
AMARYLLIDACEAE,Galanthus,transcaucasicus,24,2,40.95,,,1,,1,1,25,Galanthus_transcaucasicus
AMARYLLIDACEAE,Galanthus,transcaucasicus,48,4,80.6,,,0,,1,0,25,Galanthus_transcaucasicus
AMARYLLIDACEAE,Narcissus,hispanicus,14,2,12.9,,,1,,1,1,26,Narcissus_hispanicus
AMARYLLIDACEAE,Narcissus,hispanicus,21,3,19.65,,,0,,1,0,26,Narcissus_hispanicus
AMARYLLIDACEAE,Narcissus,poeticus,,2,12.17,,,1,,,0,27,Narcissus_poeticus
AMARYLLIDACEAE,Narcissus,poeticus,21,3,17.28,,,0,,1,0,27,Narcissus_poeticus
AMARYLLIDACEAE,Narcissus,pseudonarcissus,14,2,11.75,,,1,,1,1,28,Narcissus_pseudonarcissus
AMARYLLIDACEAE,Narcissus,pseudonarcissus,42,6,33.85,,,0,,1,0,28,Narcissus_pseudonarcissus
AMARYLLIDACEAE,Nerine,ridleyi,22,2,13.1,,,1,,1,1,29,Nerine_ridleyi
AMARYLLIDACEAE,Nerine,ridleyi,33,3,19.75,,,0,,1,0,29,Nerine_ridleyi
AMARYLLIDACEAE,Nerine,sarniensis,22,2,12.95,,,1,,1,1,30,Nerine_sarniensis
AMARYLLIDACEAE,Nerine,sarniensis,33,3,19.85,,,0,,1,0,30,Nerine_sarniensis
AMARYLLIDACEAE,Tulbaghia,violacea,12,2,19.83,,,1,,1,1,31,Tulbaghia_violacea
AMARYLLIDACEAE,Tulbaghia,violacea,24,4,42.5,,,0,,1,0,31,Tulbaghia_violacea
APIACEAE,Pimpinella,saxifraga,20,2,3.82,,1,1,,1,1,32,Pimpinella_saxifraga
APIACEAE,Pimpinella,saxifraga,36,4,5.13,,1,0,,1,0,32,Pimpinella_saxifraga
ARACEAE,Anthurium,scandens,,,2.56,,,1,,,0,33,Anthurium_scandens
ARACEAE,Anthurium,scandens,,,4.82,,,0,,,0,33,Anthurium_scandens
ARACEAE,Caladium,bicolor,32,,5.52,,1,1,,,0,34,Caladium_bicolor
ARACEAE,Caladium,bicolor,66,,10.13,,1,0,,,0,34,Caladium_bicolor
ARACEAE,Lemna,minor,40,4,0.6,,1,1,,1,1,35,Lemna_minor
ARACEAE,Lemna,minor,126,6,1.46,,1,0,,1,0,35,Lemna_minor
ARACEAE,Spathiphyllum,,,,7.05,,,1,,,0,36,Spathiphyllum_
ARACEAE,Spathiphyllum,,,,10.05,,,0,,,0,36,Spathiphyllum_
ASPARAGACEAE,Agave,americana,60,2,3.05,,,1,,1,1,37,Agave_americana
ASPARAGACEAE,Agave,americana,120,4,6.58,,,0,,1,0,37,Agave_americana
ASPARAGACEAE,Agave,angustifolia,120,4,7.45,,,1,,1,1,38,Agave_angustifolia
ASPARAGACEAE,Agave,angustifolia,180,6,11.26,,,0,,1,0,38,Agave_angustifolia
ASPARAGACEAE,Agave,fourcroydes,60,2,2.98,,,1,,1,1,39,Agave_fourcroydes
ASPARAGACEAE,Agave,fourcroydes,90,3,5.64,,,0,,1,0,39,Agave_fourcroydes
ASPARAGACEAE,Agave,fourcroydes,150,5,9.37,,,0,,1,0,39,Agave_fourcroydes
ASPARAGACEAE,Agave,gigantensis,,2,4.1,,,1,,,0,40,Agave_gigantensis
ASPARAGACEAE,Agave,gigantensis,,4,7.95,,,0,,,0,40,Agave_gigantensis
ASPARAGACEAE,Agave,parryi,60,2,4.4,,,1,,1,1,41,Agave_parryi
ASPARAGACEAE,Agave,parryi,,4,8.15,,,0,,,0,41,Agave_parryi
ASPARAGACEAE,Agave,parryi,,6,12,,,0,,,0,41,Agave_parryi
ASPARAGACEAE,Agave,tequilana,60,2,3.75,,,1,,1,1,42,Agave_tequilana
ASPARAGACEAE,Agave,tequilana,90,3,4.4,,,0,,1,0,42,Agave_tequilana
ASPARAGACEAE,Agave,victoriae-reginae,60,2,4,,,1,,1,1,43,Agave_victoriae-reginae
ASPARAGACEAE,Agave,victoriae-reginae,,6,12,,,0,,,0,43,Agave_victoriae-reginae
ASPARAGACEAE,Anthericum,suffruticosum,16,2,6.85,,,1,,1,1,44,Anthericum_suffruticosum
ASPARAGACEAE,Anthericum,suffruticosum,32,4,12.83,,,0,,1,0,44,Anthericum_suffruticosum
ASPARAGACEAE,Hosta,clausa,60,2,9.6,,,1,,1,1,45,Hosta_clausa
ASPARAGACEAE,Hosta,clausa,90,3,14.25,,,0,,1,0,45,Hosta_clausa
ASPARAGACEAE,Hyacinthus,orientalis,16,2,21.33,,,1,,1,1,46,Hyacinthus_orientalis
ASPARAGACEAE,Hyacinthus,orientalis,24,3,32.38,,,0,,1,0,46,Hyacinthus_orientalis
ASPARAGACEAE,Hyacinthus,orientalis,32,4,46.6,,,0,,1,0,46,Hyacinthus_orientalis
ASPARAGACEAE,Scilla,autumnalis,14,2,4.48,,,1,,1,1,47,Scilla_autumnalis
ASPARAGACEAE,Scilla,autumnalis,28,4,12.75,,,0,,1,0,47,Scilla_autumnalis
ASPARAGACEAE,Scilla,peruviana,16,2,18.05,,,1,,1,1,48,Scilla_peruviana
ASPARAGACEAE,Scilla,peruviana,,,27.25,,,0,,,0,48,Scilla_peruviana
ASPARAGACEAE,Sowerbaea,alliacea,8,2,12.73,,,1,,1,1,49,Sowerbaea_alliacea
ASPARAGACEAE,Sowerbaea,alliacea,16,4,25.3,,,0,,1,0,49,Sowerbaea_alliacea
ASPARAGACEAE,Sowerbaea,juncea,16,4,9.35,,,1,,1,1,50,Sowerbaea_juncea
ASPARAGACEAE,Sowerbaea,juncea,32,8,24.5,,,0,,1,0,50,Sowerbaea_juncea
ASPARAGACEAE,Triteleia,laxa,,4,10.65,,,1,,,0,51,Triteleia_laxa
ASPARAGACEAE,Triteleia,laxa,,,11.7,,,0,,,0,51,Triteleia_laxa
ASTERACEAE,Achillea,crithmifolia,18,2,2.45,,,1,,1,1,52,Achillea_crithmifolia
ASTERACEAE,Achillea,crithmifolia,36,4,5.25,,,0,,1,0,52,Achillea_crithmifolia
ASTERACEAE,Artemisia,abrotanum,18,2,2.89,,,1,,1,1,53,Artemisia_abrotanum
ASTERACEAE,Artemisia,abrotanum,36,4,5.71,,,0,,1,0,53,Artemisia_abrotanum
ASTERACEAE,Artemisia,campestris,18,2,2.94,,,1,,1,1,54,Artemisia_campestris
ASTERACEAE,Artemisia,campestris,36,4,5.5,,,0,,1,0,54,Artemisia_campestris
ASTERACEAE,Artemisia,cana,18,2,4.27,,,1,,1,1,55,Artemisia_cana
ASTERACEAE,Artemisia,cana,72,8,12.83,,,0,,1,0,55,Artemisia_cana
ASTERACEAE,Artemisia,dracunculus,18,2,2.97,,,1,,1,1,56,Artemisia_dracunculus
ASTERACEAE,Artemisia,dracunculus,36,4,5.91,,,0,,1,0,56,Artemisia_dracunculus
ASTERACEAE,Artemisia,dracunculus,54,6,7.86,,,0,,1,0,56,Artemisia_dracunculus
ASTERACEAE,Artemisia,dracunculus,90,10,12.29,,,0,,1,0,56,Artemisia_dracunculus
ASTERACEAE,Artemisia,herba-alba,18,2,3.29,,,1,,1,1,57,Artemisia_herba-alba
ASTERACEAE,Artemisia,herba-alba,36,4,6.24,,,0,,1,0,57,Artemisia_herba-alba
ASTERACEAE,Artemisia,vulgaris,16,2,3.25,,1,1,,1,1,58,Artemisia_vulgaris
ASTERACEAE,Artemisia,vulgaris,36,4,6.08,,1,0,,1,0,58,Artemisia_vulgaris
ASTERACEAE,Centaurea,alba,18,2,0.84,,,1,,1,1,59,Centaurea_alba
ASTERACEAE,Centaurea,alba,36,4,1.79,,,0,,1,0,59,Centaurea_alba
ASTERACEAE,Centaurea,cuneifolia,18,2,0.89,,,1,,1,1,60,Centaurea_cuneifolia
ASTERACEAE,Centaurea,cuneifolia,36,4,1.62,,,0,,1,0,60,Centaurea_cuneifolia
ASTERACEAE,Centaurea,stenolepis,22,2,1.08,,,1,,1,1,61,Centaurea_stenolepis
ASTERACEAE,Centaurea,stenolepis,44,4,2.06,,,0,,1,0,61,Centaurea_stenolepis
ASTERACEAE,Centaurea,stoebe,18,2,0.88,,,1,,1,1,62,Centaurea_stoebe
ASTERACEAE,Centaurea,stoebe,36,4,1.57,,,0,,1,0,62,Centaurea_stoebe
ASTERACEAE,Chrysanthemum,morifolium,36,4,6.33,,,1,,1,1,63,Chrysanthemum_morifolium
ASTERACEAE,Chrysanthemum,morifolium,45,5,6.73,,,0,,1,0,63,Chrysanthemum_morifolium
ASTERACEAE,Chrysanthemum,morifolium,54,6,9.58,,,0,,1,0,63,Chrysanthemum_morifolium
ASTERACEAE,Chrysanthemum,morifolium,72,8,12.68,,,0,,1,0,63,Chrysanthemum_morifolium
ASTERACEAE,Cirsium,rivulare,34,2,1.2,,,1,,1,1,64,Cirsium_rivulare
ASTERACEAE,Cirsium,rivulare,,3,1.72,,,0,,,0,64,Cirsium_rivulare
ASTERACEAE,Colymbada,orientalis,20,2,1.65,,,1,,1,1,65,Colymbada_orientalis
ASTERACEAE,Colymbada,orientalis,40,4,3.46,,,0,,1,0,65,Colymbada_orientalis
ASTERACEAE,Dahlia,coccinea,32,4,2.17,,,1,,1,1,66,Dahlia_coccinea
ASTERACEAE,Dahlia,coccinea,64,8,4.04,,,0,,1,0,66,Dahlia_coccinea
ASTERACEAE,Hieracium,alpinum,18,2,3.95,,,1,,1,1,67,Hieracium_alpinum
ASTERACEAE,Hieracium,alpinum,27,3,5.94,,,0,,1,0,67,Hieracium_alpinum
ASTERACEAE,Hieracium,amplexicaule,27,3,5.4,,,1,,1,1,68,Hieracium_amplexicaule
ASTERACEAE,Hieracium,amplexicaule,36,4,7.33,,,0,,1,0,68,Hieracium_amplexicaule
ASTERACEAE,Hieracium,aurantiacum,36,4,3.53,,,1,,1,1,69,Hieracium_aurantiacum
ASTERACEAE,Hieracium,aurantiacum,45,5,4.76,,,0,,1,0,69,Hieracium_aurantiacum
ASTERACEAE,Hieracium,bauhinii,36,4,4.14,,,1,,1,1,70,Hieracium_bauhinii
ASTERACEAE,Hieracium,bauhini,45,5,4.48,,,0,,1,0,70,Hieracium_bauhini
ASTERACEAE,Hieracium,bauhinii,54,6,5.7,,,0,,1,0,70,Hieracium_bauhinii
ASTERACEAE,Hieracium,bauhinii,63,7,6.93,,,0,,1,0,70,Hieracium_bauhinii
ASTERACEAE,Hieracium,brachiatum,45,5,4.63,,,1,,1,1,71,Hieracium_brachiatum
ASTERACEAE,Hieracium,brachiatum,54,6,5.15,,,0,,1,0,71,Hieracium_brachiatum
ASTERACEAE,Hieracium,brachiatum,63,7,6.6,,,0,,1,0,71,Hieracium_brachiatum
ASTERACEAE,Hieracium,brachiatum,72,8,7.65,,,0,,1,0,71,Hieracium_brachiatum
ASTERACEAE,Hieracium,caespitosum,36,4,4.11,,,1,,1,0,72,Hieracium_caespitosum
ASTERACEAE,Hieracium,caespitosum,45,5,4.53,,,0,,1,0,72,Hieracium_caespitosum
ASTERACEAE,Hieracium,cymosum,18,2,2.08,,,1,,1,0,73,Hieracium_cymosum
ASTERACEAE,Hieracium,cymosum,36,4,3.96,,,0,,1,0,73,Hieracium_cymosum
ASTERACEAE,Hieracium,cymosum,45,5,5.03,,,0,,1,0,73,Hieracium_cymosum
ASTERACEAE,Hieracium,echioides,18,2,2.16,,,1,,1,0,74,Hieracium_echioides
ASTERACEAE,Hieracium,echioides,27,3,3.24,,,0,,1,0,74,Hieracium_echioides
ASTERACEAE,Hieracium,echioides,36,4,4.28,,,0,,1,0,74,Hieracium_echioides
ASTERACEAE,Hieracium,echioides,45,5,5.28,,,0,,1,0,74,Hieracium_echioides
ASTERACEAE,Hieracium,floribundum,36,4,4.1,,,1,,1,0,75,Hieracium_floribundum
ASTERACEAE,Hieracium,floribundum,,5,5.2,,,0,,,0,75,Hieracium_floribundum
ASTERACEAE,Hieracium,glomeratum,36,4,4.13,,,1,,1,0,76,Hieracium_glomeratum
ASTERACEAE,Hieracium,glomeratum,45,5,5.1,,,0,,1,0,76,Hieracium_glomeratum
ASTERACEAE,Hieracium,humile,27,3,5.32,,,1,,1,1,77,Hieracium_humile
ASTERACEAE,Hieracium,humile,36,4,7.13,,,0,,1,0,77,Hieracium_humile
ASTERACEAE,Hieracium,lawsonii,27,3,5.38,,,1,,1,1,78,Hieracium_lawsonii
ASTERACEAE,Hieracium,lawsonii,36,4,7.36,,,0,,1,0,78,Hieracium_lawsonii
ASTERACEAE,Hieracium,pannosum,27,3,5.86,,,1,,1,1,79,Hieracium_pannosum
ASTERACEAE,Hieracium,pannosum,36,4,8.34,,,0,,1,0,79,Hieracium_pannosum
ASTERACEAE,Hieracium,pilosella,18,2,3.89,,,1,,1,1,80,Hieracium_pilosella
ASTERACEAE,Hieracium,pilosella,36,4,3.45,,,0,,1,0,80,Hieracium_pilosella
ASTERACEAE,Hieracium,pilosella,45,5,4.31,,,0,,1,0,80,Hieracium_pilosella
ASTERACEAE,Hieracium,pilosella,54,6,5.22,,,0,,1,0,80,Hieracium_pilosella
ASTERACEAE,Hieracium,pilosella,63,7,6.06,,,0,,1,0,80,Hieracium_pilosella
ASTERACEAE,Hieracium,piloselliflorum,36,4,3.77,,,1,,1,1,81,Hieracium_piloselliflorum
ASTERACEAE,Hieracium,piloselliflorum,45,5,4.5,,,0,,1,0,81,Hieracium_piloselliflorum
ASTERACEAE,Hieracium,piloselliflorum,54,6,5.35,,,0,,1,0,81,Hieracium_piloselliflorum
ASTERACEAE,Hieracium,piloselloides,36,4,3.68,,,0,,1,0,82,Hieracium_piloselloides
ASTERACEAE,Hieracium,piloselloides,,,1.08,,,1,,,0,82,Hieracium_piloselloides
ASTERACEAE,Hieracium,prenanthoides,18,2,3.65,,,1,,1,1,83,Hieracium_prenanthoides
ASTERACEAE,Hieracium,prenanthoides,27,3,5.71,,,0,,1,0,83,Hieracium_prenanthoides
ASTERACEAE,Hieracium,schultesii,,3,2.77,,,0,,,0,84,Hieracium_schultesii
ASTERACEAE,Hieracium,schultesii,36,4,3.73,,,1,,1,1,84,Hieracium_schultesii
ASTERACEAE,Hieracium,schultesii,45,5,4.59,,,0,,1,0,84,Hieracium_schultesii
ASTERACEAE,Hieracium,tomentosum,18,2,3.74,,,1,,1,1,85,Hieracium_tomentosum
ASTERACEAE,Hieracium,tomentosum,27,3,5.64,,,0,,1,0,85,Hieracium_tomentosum
ASTERACEAE,Hieracium,villosum,27,3,5.8,,,1,,1,1,86,Hieracium_villosum
ASTERACEAE,Hieracium,villosum,36,4,7.86,,,0,,1,0,86,Hieracium_villosum
ASTERACEAE,Lasiocephalus,lingulatus,40,2,7.54,,,1,,1,1,87,Lasiocephalus_lingulatus
ASTERACEAE,Lasiocephalus,lingulatus,,3,11.35,,,0,,,0,87,Lasiocephalus_lingulatus
ASTERACEAE,Lasiocephalus,ovatus,40,2,7.5,,,1,,1,1,88,Lasiocephalus_ovatus
ASTERACEAE,Lasiocephalus,ovatus,,3,11.23,,,0,,,0,88,Lasiocephalus_ovatus
ASTERACEAE,Leucanthemum,pallens,36,4,11.73,,,1,,1,1,89,Leucanthemum_pallens
ASTERACEAE,Leucanthemum,pallens,54,6,13.68,,,0,,1,0,89,Leucanthemum_pallens
ASTERACEAE,Leucanthemum,vulgare,36,4,10.65,,,1,,1,1,90,Leucanthemum_vulgare
ASTERACEAE,Leucanthemum,vulgare,72,8,16.35,,,0,,1,0,90,Leucanthemum_vulgare
ASTERACEAE,Senecio,glossanthus,40,4,1.68,,,1,,1,1,91,Senecio_glossanthus
ASTERACEAE,Senecio,glossanthus,80,8,3.75,,,0,,1,0,91,Senecio_glossanthus
ASTERACEAE,Senecio,herreianus,,,4.6,,,1,,,0,92,Senecio_herreianus
ASTERACEAE,Senecio,herreianus,,,8.05,,,0,,,0,92,Senecio_herreianus
ASTERACEAE,Senecio,inaequidens (s.l.),20,2,0.58,,,1,,1,1,93,Senecio_inaequidens
ASTERACEAE,Senecio,inaequidens (s.l.),40,4,1.08,,,0,,1,0,93,Senecio_inaequidens
ASTERACEAE,Senecio,mweroensis,,,9.95,,,1,,,0,94,Senecio_mweroensis
ASTERACEAE,Senecio,mweroensis,,,19.7,,,0,,,0,94,Senecio_mweroensis
ASTERACEAE,Senecio,nyikensis,,,3.7,,,1,,,0,95,Senecio_nyikensis
ASTERACEAE,Senecio,nyikensis,,,19.3,,,0,,,0,95,Senecio_nyikensis
ASTERACEAE,Senecio,radicans,,,2.8,,,1,,,0,96,Senecio_radicans
ASTERACEAE,Senecio,radicans,,,5,,,0,,,0,96,Senecio_radicans
ASTERACEAE,Tripleurospermum,maritimum,18,2,2.63,,,1,,1,1,97,Tripleurospermum_maritimum
ASTERACEAE,Tripleurospermum,maritimum,36,4,4.61,,,0,,1,0,97,Tripleurospermum_maritimum
BETULACEAE,Alnus,glutinosa,28,2,0.55,,,1,,1,1,98,Alnus_glutinosa
BETULACEAE,Alnus,glutinosa,56,4,1.01,,,0,,1,0,98,Alnus_glutinosa
BETULACEAE,Betula,nana,28,2,0.46,,,1,1,1,1,,Betula_nana
BETULACEAE,Betula,nana x B. pubescens (triploid hybrid),42,3,0.68,,,1,1,1,1,,Betula_nana x B. pubescens (triploid hybrid)
BETULACEAE,Betula,pubescens,56,4,0.9,,,1,1,1,1,,Betula_pubescens
BRASSICACEAE,Arabidopsis,arenosa,16,2,0.2,,,1,,1,1,99,Arabidopsis_arenosa
BRASSICACEAE,Arabidopsis,arenosa,32,4,0.39,,,0,,1,0,99,Arabidopsis_arenosa
